geoid,num_lines,bstp_has_bkrs,shelter,bstp_bnh_cnt,school_stop,bstp_geo_id,st_abbrev,pm25,aadt,transit_comm,walk_comm,time_comm,car_alone_comm,carpool_comm,total_bike_lanes,bikelane_protected,bikelane_dual_protected,shared_mobility,taxi_capacity,limo_capacity,restrict1,restrict2,local_deliv,density_score,four_way_intersection_ratio,sidewalk_score,pfi_score,name,poverty_est,race_white,race_black_aa,race_asian,race_hispanic,utc_pct
11001004902,2,0.25,0.25,0.625,0,8,DC,8.64613589041096,12955.276705952405,478,823,25.8,446,0,26,0,0.3157894736842105,1,19,0,11,11,11,0.9622500777272727,0.09202067227272727,0.07274046136363636,1.3337520940909091,"Census Tract 49.02, District of Columbia, District of Columbia",23,1536,639,361,24.9,12.033809523809524
11001005001,0,0,0.16666666666666669,0.8333333333333334,0,6,DC,8.6505,5721.700650385409,333,527,27.8,170,36,25,0,0,1,0,0,5,5,5,1.069773214117647,0.07552659588235294,0.0747103994117647,1.4575097735294118,"Census Tract 50.01, District of Columbia, District of Columbia",0,1393,295,156,17.9,22.63952380952381
11001005003,0,0,0.2,1,0,5,DC,8.64272849315068,10744.600865515638,300,516,26.2,240,0,23,0,0,0,0,0,3,3,3,1.1665048425,0.062038987500000004,0.06570649,1.5228964475,0,0,0,0,0,0,22.70375
11001005004,0,0,0.25,1,0,8,DC,8.64272849315068,7998.213991826514,389,947,22.9,301,77,41,0,0,2,0,0,11,11,11,1.1799052822222222,0.07372796222222222,0.07289697333333334,1.5694314277777779,0,0,0,0,0,0,26.10875
11001005202,0,0,0.5,0.875,0,8,DC,8.6442997260274,6238.111244905748,399,698,25.8,428,22,70,0,0.5121951219512197,0,0,0,3,3,3,0.96481978125,0.03763792625,0.06938138875000001,1.31103254875,0,0,0,0,0,0,18.998
11001005203,0,0,1,1,0,3,DC,8.6442997260274,12884.243424020906,791,1113,24.6,382,36,19,0,0,1,0,0,1,1,1,1.026450928,0.042751831000000004,0.057126342000000004,1.368582914,0,0,0,0,0,0,7.53625
11001005302,0,0,1,1,0,1,DC,8.65533205479452,8362.344348385219,466,554,25.7,199,34,24,0,0,2,0,0,4,4,4,0.8715595622222222,0.07848528,0.0772,1.23310108,0,0,0,0,0,0,17.82125
11001005303,0,0,0.33333333333333337,1,0,6,DC,8.65533205479452,8708.07564319177,407,710,24.9,130,0,12,0.0909090909090909,0,1,3,0,3,3,3,0.96802876,0.024425060714285716,0.06457295,1.3001886885714287,0,0,0,0,0,0,19.971818181818183
11001005501,0,0,0.25,0.75,0,4,DC,8.64461808219178,7067.449850709536,219,443,21.3,201,0,16,0.08333333333333333,0,0,10,0,1,1,1,0.9194829853846154,0.12426158615384615,0.06401591692307693,1.1950719361538462,0,0,0,0,0,0,19.374285714285712
11001005502,1,0.16666666666666666,0.38888888888888895,0.8888888888888888,0,18,DC,8.64461808219178,7205.591460731327,367,471,20.7,291,40,23,0,0,1,23,0,14,14,14,1.1411283996153845,0.08634926076923077,0.07056078615384616,1.4080453219230769,0,0,0,0,0,0,19.442758620689656
11001005503,0,0,0.6666666666666666,1,0,3,DC,8.64461808219178,6087.408060901935,269,402,17.4,216,15,9,0,0,0,0,0,0,0,0,1.04417753,0.2994616118181818,0.06666172909090909,1.2340839909090908,0,0,0,0,0,0,22.828888888888887
11001005601,3,0,0.33333333333333337,0.6666666666666666,0,3,DC,8.62898164383562,10913.624830051258,307,586,26.6,110,0,0,0,0,1,2,0,1,1,1,1.478307935652174,0.2227467991304348,0.04418761173913043,1.6167628065217392,0,0,0,0,0,0,20.510555555555555
11001005602,0,0,0,0.8,0,5,DC,8.62898164383562,9368.77831331841,327,895,18.6,226,22,19,0.2,0.8,0,3,0,4,4,4,1.1362166122580646,0.17047164806451612,0.034547164516129034,1.1624112441935484,0,0,0,0,0,0,21.691111111111113
11001005801,0,0.3125,0.375,0.8125,0,15,DC,8.62952849315069,7152.6860851794045,236,350,25.9,246,84,26,0,0.15384615384615388,7,0,0,0,0,0,0.7528714555555556,0.07575823555555555,0.07451722333333334,1.1626192988888888,0,0,0,0,0,0,10.192857142857143
11001005802,9,0.1886792452830189,0.3962264150943396,0.7547169811320755,0,53,DC,8.62952849315069,8595.777473873733,399,681,18.7,185,32,104,0.03448275862068967,0.2586206896551723,16,31,6,0,0,0,0.7861235710638298,0.013071302978723403,0.0754882585106383,1.2301636934042552,0,0,0,0,0,0,6.386590909090909
11001005900,1,0,0.1875,0.875,0,16,DC,8.63366630136986,18330.37242110216,268,475,23.6,172,25,47,0.29166666666666663,0.08333333333333336,18,11,0,0,0,0,0.9288883173809523,0.06677671428571429,0.04925741166666667,0.9555358333333334,"Census Tract 59, District of Columbia, District of Columbia",5,1617,568,337,6.9,10.501818181818182
11001006400,0,0.6,0.1,0.4,0,5,DC,8.55163863013699,2993.000728607158,244,179,25.4,273,11,9,0,0,3,0,0,17,17,17,0.6131046263636364,0.09415236954545454,0.03717651340909091,0.8784861302272727,"Census Tract 64, District of Columbia, District of Columbia",47.5,338,2128,0,4.9,22.392
11001006500,3,0,0.5,1,0,2,DC,8.60758,13165.806969737145,300,425,23.6,190,44,46,0.03125,0,4,0,0,3,3,3,0.9660359443181818,0.11711132909090909,0.06454321886363637,1.0597925529545456,"Census Tract 65, District of Columbia, District of Columbia",3.2,2214,305,6,10.6,24.263181818181817
11001006600,0,0,0.4444444444444444,1,0,9,DC,8.62139561643836,3621.338422344223,448,342,31,211,9,26,0,0,1,0,0,7,7,7,0.8757235808333333,0.17547368791666668,0.07710739875,1.2586813879166667,"Census Tract 66, District of Columbia, District of Columbia",2.7,1726,48,106,3.8,28.191739130434783
11001006700,0,0,0.1111111111111111,1,0,9,DC,8.63171643835616,3842.290101943252,668,369,29.3,577,96,57,0,0,1,0,0,9,9,9,1.0111244883333335,0.1648351313888889,0.07631254638888889,1.3830885680555556,"Census Tract 67, District of Columbia, District of Columbia",0,3514,591,150,5.5,32.81944444444444
11001006801,0,0,0.14285714285714288,0.8571428571428571,0,7,DC,8.63900191780822,3620.925731969144,435,26,33.7,393,80,12,0,0,0,0,0,4,4,4,0.7689391811764705,0.10024583588235295,0.07180059294117647,1.1426378411764706,"Census Tract 68.01, District of Columbia, District of Columbia",2.6,1145,1002,90,5.6,22.088125
11001006802,0,0,0,1,0,8,DC,8.62787890410959,3610.0053801658455,565,46,28.7,485,58,29,0.04347826086956524,0,0,0,0,1,1,1,0.8090077847826087,0.1758723747826087,0.07231090260869566,1.1092842004347827,"Census Tract 68.02, District of Columbia, District of Columbia",4.8,1554,809,44,3.3,28.031363636363636
11001006804,3,0,0.11111111111111108,0.33333333333333337,0,9,DC,8.65052630136986,6118.49653873505,38,0,37.5,20,10,6,0,0,1,0,0,0,0,0,0.3820902308,0.0359261304,0.0382761436,0.1753168884,"Census Tract 68.04, District of Columbia, District of Columbia",0,248,2365,0,5.2,39.838499999999996
11001006900,3,0.14285714285714288,0.7142857142857143,1,0,7,DC,8.61858301369863,3941.9734771657263,685,306,28,346,89,53,0.024999999999999988,0,0,0,0,0,0,0,0.9141171810000001,0.25368408333333337,0.07625899,1.2782763106666666,"Census Tract 69, District of Columbia, District of Columbia",0,1741,423,30,5,28.254666666666665
11001007000,3,0.1,0.4,0.9,0,10,DC,8.60233616438356,15046.265183067762,410,331,20.6,614,22,25,0.04999999999999999,0,3,2,0,0,0,0,1.1449252327659574,0.1847463785106383,0.04735119659574468,1.2518292723404256,"Census Tract 70, District of Columbia, District of Columbia",1.8,2241,303,59,12.5,19.829777777777778
11001007100,0,0.1,0.3,0.9,0,10,DC,8.59898301369863,13216.217518476817,494,3,29.3,394,85,5,0,0,0,0,0,0,0,0,0.9849049859574468,0.06435713808510639,0.02704626446808511,0.8485620676595744,"Census Tract 71, District of Columbia, District of Columbia",42,1201,2029,101,4.8,20.206829268292683
11001007201,0,0.33333333333333337,0.16666666666666666,0.33333333333333337,0,6,DC,8.58653287671233,3020.715424878216,469,144,26.2,489,163,26,0.14285714285714288,0,1,0,0,0,0,0,0.8008613657142857,0.08400916714285714,0.035000467714285714,0.6823685471428571,0,0,0,0,0,0,8.693103448275862
11001007202,1,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,3,DC,8.58653287671233,6448.1325953530295,1203,480,27.6,981,32,25,0.07692307692307696,0,8,0,0,0,0,0,0.8879958436363636,0.12403603272727273,0.06049106,0.9466930936363637,0,0,0,0,0,0,4.024166666666667
11001007203,0,0.16666666666666669,0.33333333333333337,0.8333333333333334,0,6,DC,8.58653287671233,8961.77775019653,408,383,24.7,523,12,48,0.13333333333333336,0,0,6,0,1,1,1,1.2286889660465117,0.13042341372093022,0.04115947604651163,1.2363806693023256,0,0,0,0,0,0,10.966153846153846
11001007301,0,0,0,0.7142857142857143,0,7,DC,8.45517150684931,3868.844676460348,54,201,21.1,1774,173,1,0,0,0,0,0,0,0,1,0.4824158117123288,0.04689754773972604,0.002281690342465754,-0.4167553040410959,"Census Tract 73.01, District of Columbia, District of Columbia",2.6,2922,1197,109,15.4,15.715526315789473
11001007304,0,0.07317073170731705,0.024390243902439015,0.7804878048780488,0,41,DC,8.44085178082192,3514.546150012241,930,35,33.7,402,23,0,0,0,0,0,0,0,0,0,0.4172235756,0.2129148928,0.0703598544,0.7074354288,"Census Tract 73.04, District of Columbia, District of Columbia",31.4,164,3299,0,3.4,28.728
11001007401,1,0.08695652173913045,0.4347826086956522,0.8260869565217391,0,23,DC,8.54420301369863,13664.371475245092,166,0,39.8,131,41,0,0,0,1,3,0,1,1,1,0.5078374897727272,0.09052244431818182,0.022551976590909087,-0.23868744227272726,"Census Tract 74.01, District of Columbia, District of Columbia",63,49,2161,26,2.1,19.11121212121212
11001007403,0,0,0.11111111111111109,1,0,9,DC,8.47605424657534,7179.709079876821,371,28,40,384,175,0,0,0,0,0,0,0,0,0,0.4952765525,0.23699374374999999,0.0706119825,0.7419128025,"Census Tract 74.03, District of Columbia, District of Columbia",35.2,41,3135,0,2.5,30.25857142857143
11001007404,1,0.06896551724137931,0.24137931034482762,0.8620689655172413,0,29,DC,8.48093561643836,4263.381777572178,425,61,29.1,784,42,10,0,0,0,0,0,0,0,0,0.5146159131034482,0.13808312379310345,0.0696771127586207,0.6973425420689655,"Census Tract 74.04, District of Columbia, District of Columbia",28.1,37,4058,8,2.7,20.31714285714286
11001007406,0,0.05555555555555554,0,0.38888888888888895,0,18,DC,8.5073504109589,2908.8435185185185,414,0,33.6,365,101,0,0,0,0,0,0,0,0,0,0.17920397,0.08765071333333334,0.06847377666666667,0.26272444333333334,"Census Tract 74.06, District of Columbia, District of Columbia",48.6,2,2904,0,9,31.696666666666665
11001007407,0,0,0,0.8666666666666667,0,15,DC,8.52234383561644,2773.811437605984,289,22,31.7,805,103,0,0,0,1,0,0,0,0,0,0.3688179526923077,0.17544688038461537,0.06785816192307692,0.3993747615384615,"Census Tract 74.07, District of Columbia, District of Columbia",20.5,86,3185,0,1.5,31.16521739130435
11001007408,0,0,0.15384615384615385,0.8461538461538461,0,13,DC,8.48735479452055,3545.1886229391416,173,0,44.8,486,149,0,0,0,0,0,0,0,0,0,0.4498757683333333,0.168905995,0.07338422083333333,0.6509190475,"Census Tract 74.08, District of Columbia, District of Columbia",48.5,63,3376,0,1.3,35.411
11001007409,0,0.27777777777777785,0.05555555555555554,0.5,0,18,DC,8.4605997260274,5116.198997476502,587,51,39.8,463,0,0,0,0,0,0,0,0,0,0,0.3790069588235294,0.27936784,0.07460078117647059,0.6182363317647059,"Census Tract 74.09, District of Columbia, District of Columbia",27.5,32,3751,55,3.5,34.28666666666667
11001007502,0,0,0.21428571428571427,0.8571428571428571,0,28,DC,8.50833452054795,3572.2758769674883,485,21,32.6,524,113,0,0,0,0,0,0,1,1,1,0.37870267,0.09629795764705883,0.07056394470588236,0.6299751441176471,"Census Tract 75.02, District of Columbia, District of Columbia",36.7,47,5245,0,0,30.21764705882353
11001007503,0,0.125,0,0.8125,0,16,DC,8.54318301369863,4991.857372902891,290,10,32.9,435,94,0,0,0,3,0,0,0,0,0,0.6933949893103448,0.10997484172413793,0.05579481344827586,0.4863975127586207,"Census Tract 75.03, District of Columbia, District of Columbia",40.6,122,2284,0,1.5,25.206071428571427
11001007504,0,0,0.05263157894736844,0.8421052631578947,0,19,DC,8.53673808219178,2295.8936160510716,489,23,38.7,209,117,0,0,0,0,0,0,0,0,0,0.475789804,0.123690381,0.071563518,0.799511577,"Census Tract 75.04, District of Columbia, District of Columbia",39.2,27,2874,0,0.2,35.168
11001007601,0,0.11111111111111109,0.1111111111111111,0.8333333333333334,0,18,DC,8.57901589041096,12026.310990900858,631,20,31.6,1155,71,10,0,0,3,0,0,0,0,1,0.8385679679487179,0.10289715435897435,0.04395040717948718,0.5238145558974359,"Census Tract 76.01, District of Columbia, District of Columbia",21.7,328,4385,0,4.1,26.277971014492753
11001007603,0,0.05714285714285713,0.057142857142857134,0.8571428571428571,0,35,DC,8.50076904109589,3111.6222089015623,553,0,36.9,810,100,0,0,0,1,0,0,6,6,6,0.5047002471428571,0.28948930714285714,0.05999796119047619,0.7922567657142857,"Census Tract 76.03, District of Columbia, District of Columbia",36.2,341,3680,41,8.6,41.223414634146344
11001007604,0,0.11538461538461536,0.2692307692307693,0.8461538461538461,0,26,DC,8.54576657534247,4498.519058311531,307,5,33.5,878,233,1,0,0,1,0,0,1,1,1,0.5597237694736842,0.16080505736842104,0.05499492859649123,0.7935748070175439,"Census Tract 76.04, District of Columbia, District of Columbia",21,151,3858,21,3.8,42.4692
11001007605,0,0.0909090909090909,0.18181818181818177,0.6363636363636364,0,11,DC,8.55054438356164,3491.3011164235736,474,77,33.8,657,118,0,0,0,0,0,0,0,0,0,0.6539252542857142,0.09473799761904762,0.07254625047619048,0.9003219747619048,"Census Tract 76.05, District of Columbia, District of Columbia",41.4,139,3418,69,5.4,24.276842105263157
11001007703,0,0,0.05128205128205126,0.7692307692307693,0,39,DC,8.60326191780822,2928.058486407527,676,0,34.8,1724,117,29,0.06666666666666667,0,0,0,0,1,1,1,0.4618891088888889,0.13572662444444444,0.06337898481481481,0.6216884644444445,"Census Tract 77.03, District of Columbia, District of Columbia",31.3,0,5753,23,6,28.14913043478261
11001007707,0,0.3,0.05,0.65,0,20,DC,8.52914794520548,3863.278211573489,557,0,33.8,754,206,4,0,0,1,0,0,7,7,7,0.461846356,0.11906414175,0.0705590255,0.74849584025,"Census Tract 77.07, District of Columbia, District of Columbia",18.9,21,4417,0,1.5,33.240810810810814
11001007708,0,0,0.4,1,0,5,DC,8.63137589041096,18281.709125317695,286,0,31.6,206,44,9,0.8,0,1,0,0,0,0,0,0.5112123771428572,0.07566247321428571,0.04103508821428572,-0.052903961428571435,"Census Tract 77.08, District of Columbia, District of Columbia",33.4,0,3039,0,0,32.136896551724135
11001007709,0,0,0.07692307692307693,0.9230769230769231,0,13,DC,8.60565123287671,8517.092600300308,367,0,40.5,258,42,19,0.6666666666666666,0,2,0,0,0,0,0,0.8144297132653061,0.07763162040816327,0.03660696040816326,0.4760193704081633,"Census Tract 77.09, District of Columbia, District of Columbia",25.9,44,2323,0,3.7,30.756923076923076
11001007803,3,0.037037037037037056,0.25925925925925924,0.5185185185185185,0,27,DC,8.60073506849315,4009.1297634313332,566,3,40.4,690,69,0,0,0,1,0,0,0,0,0,0.7522473604878048,0.14877786219512196,0.060062273170731706,0.8904069536585366,"Census Tract 78.03, District of Columbia, District of Columbia",25.3,144,3614,9,7.7,34.886315789473684
11001007804,0,0,0.16666666666666666,0.9166666666666666,0,24,DC,8.55642657534247,2571.0143304843305,316,23,31.8,630,132,12,0,0,0,0,0,0,0,0,0.7967280438461538,0.14872975365384616,0.06465982269230769,1.1301275671153845,"Census Tract 78.04, District of Columbia, District of Columbia",24.9,4,3998,9,0.5,31.27674418604651
11001007806,0,0.05263157894736844,0.10526315789473684,0.5789473684210527,0,19,DC,8.56219123287671,3632.9603888282104,352,0,37.8,481,82,0,0,0,1,0,0,1,1,1,0.63421146125,0.176402746,0.06992761075000001,0.718960161,"Census Tract 78.06, District of Columbia, District of Columbia",10.9,62,2104,0,0.1,30.387297297297298
11001007807,0,0,0,0.9166666666666666,0,12,DC,8.51282767123288,2612.245454545455,299,4,43.1,289,89,0,0,0,0,0,0,0,0,0,0.5244866626086957,0.12776505565217391,0.06801742956521739,0.8626730052173913,"Census Tract 78.07, District of Columbia, District of Columbia",17,48,2049,6,4,32.78
11001007808,0,0,0,0.9444444444444444,0,18,DC,8.50443917808219,3055.571282251378,332,15,36.1,705,92,0,0,0,0,0,0,2,2,2,0.6000335463461538,0.15026608461538463,0.06922896826923076,0.9338061221153846,"Census Tract 78.08, District of Columbia, District of Columbia",26,9,3818,23,2.7,35.30863636363637
11001007809,0,0,0,1,0,14,DC,8.56323890410959,2820.158163650075,189,22,43.3,541,158,3,0,0,0,0,0,3,3,3,0.7108567666666666,0.16176547458333332,0.06946012625,0.9460127966666667,"Census Tract 78.09, District of Columbia, District of Columbia",19.3,16,3401,33,2.8,31.12375
11001007901,0,0,0.33333333333333337,0.8333333333333334,0,12,DC,8.65215424657534,4678.354341108828,584,23,34.4,600,149,27,0.04545454545454546,0,2,0,0,11,11,11,0.9336194188461538,0.19558658115384617,0.07482719923076923,1.3341840242307692,"Census Tract 79.01, District of Columbia, District of Columbia",22.5,991,2816,22,3.8,17.436333333333334
11001007903,0,0,0,1,0,2,DC,8.65373287671233,4847.465411635211,352,28,35.3,349,36,4,0,0,0,0,0,3,3,3,0.6886789268421053,0.19595382894736843,0.0742932352631579,1.0223006789473683,"Census Tract 79.03, District of Columbia, District of Columbia",12.8,434,1433,30,2.7,15.363599999999998
11001008001,0,0,0,1,0,10,DC,8.65390602739726,2720.527195830508,466,79,32,523,174,42,0,0,0,0,0,0,0,0,0.9955241985185185,0.2544491562962963,0.0769932262962963,1.3980797125925926,"Census Tract 80.01, District of Columbia, District of Columbia",0,2067,782,106,3,26.6284
11001008002,0,0.07142857142857145,0.14285714285714288,0.9285714285714286,0,14,DC,8.63955452054794,3605.267295372452,480,211,28.4,656,75,88,0.015625,0.046875,1,0,0,29,29,29,0.9860580236842105,0.12524083289473684,0.07350148368421053,1.344081772368421,"Census Tract 80.02, District of Columbia, District of Columbia",2.2,2322,1004,79,8.3,30
11001008100,0,0,0.08333333333333333,0.9166666666666666,0,12,DC,8.63709479452055,5489.003460957816,756,347,30.7,516,38,35,0,0,0,0,0,9,9,9,1.0614101803703704,0.2199786677777778,0.07717748259259259,1.4564055533333333,"Census Tract 81, District of Columbia, District of Columbia",0,2726,324,92,8.4,30.465714285714284
11001008200,0,0,0.2,1,0,5,DC,8.62789342465753,4686.923969019285,382,487,27.4,335,111,41,0,0,2,0,0,19,19,19,0.9430580692307692,0.13125256115384615,0.07274679307692308,1.3087244057692309,"Census Tract 82, District of Columbia, District of Columbia",0,2567,232,102,8.3,25.300588235294118
11001008301,0,0,0,1,0,3,DC,8.64284520547945,4355.485544993486,644,483,27.8,362,35,64,0,0,0,0,0,25,25,25,0.9260750752173913,0.2399173760869565,0.0741642447826087,1.316195367826087,"Census Tract 83.01, District of Columbia, District of Columbia",0,1900,248,135,5.9,23.04851851851852
11001008302,0,0.07692307692307693,0.23076923076923075,0.9230769230769231,0,13,DC,8.64399424657534,4728.223882582305,804,355,30,311,63,34,0,0,4,0,0,7,7,7,1.0316724478947368,0.22014511210526316,0.07535624631578948,1.4409649331578946,"Census Tract 83.02, District of Columbia, District of Columbia",0,1803,519,146,2.9,22.151
11001008402,0,0,0.2727272727272727,0.9090909090909091,0,11,DC,8.65047397260274,5887.969861514101,342,182,27.9,497,48,30,0.047619047619047596,0,3,0,0,1,1,1,1.0369536880952381,0.3095553719047619,0.07718527047619048,1.4503466123809523,"Census Tract 84.02, District of Columbia, District of Columbia",0,1609,628,20,3.3,21.6272
11001008410,0,0.10000000000000002,0,0.9,0,10,DC,8.65221452054795,5114.569746989755,283,57,33.3,342,58,19,0,0,1,0,0,1,1,1,0.7157753166666667,0.2521322128571429,0.0772,1.1129695247619047,"Census Tract 84.10, District of Columbia, District of Columbia",2.6,827,607,47,6.5,19.782
11001008701,0,0,0,0.6923076923076923,0,13,DC,8.64985835616438,4614.326204016949,691,107,37,608,17,31,0,0,0,0,0,12,12,12,0.6825891891666667,0.18716138625,0.07131216041666667,1.0258171616666667,"Census Tract 87.01, District of Columbia, District of Columbia",0,949,1335,43,9.6,20.87913043478261
11001008702,0,0.07692307692307693,0.07692307692307694,0.8461538461538461,0,13,DC,8.65272493150685,8148.924355774467,851,306,29,598,41,39,0,0,2,0,0,9,9,9,0.6922482036363636,0.21268336227272727,0.06770845045454546,1.0480626645454545,"Census Tract 87.02, District of Columbia, District of Columbia",15.5,857,1571,131,10,15.3404
11001008802,0,0,0,1,0,12,DC,8.65818109589041,3878.680679132748,618,87,35.4,828,284,23,0,0,0,0,0,6,6,6,0.7353588683333333,0.15327717866666665,0.07648793400000001,1.1091245216666668,"Census Tract 88.02, District of Columbia, District of Columbia",10,1138,3036,63,3.3,20.572333333333333
11001008803,0,0,0.1764705882352941,0.8823529411764706,0,16,DC,8.6574298630137,5190.981313173387,337,194,27.3,436,102,102,0,0.038461538461538464,4,0,0,0,0,0,0.45430978483870965,0.04573421322580645,0.06132394870967742,0.7095333048387097,"Census Tract 88.03, District of Columbia, District of Columbia",41.7,687,1655,48,10,11.029743589743589
11001008804,0,0.13333333333333336,0.06666666666666668,0.7333333333333333,0,15,DC,8.65281917808219,6666.165121552128,463,46,33.3,489,46,0,0,0,1,0,0,0,0,0,0.684724894,0.10245069600000001,0.0730109312,0.9887382236,"Census Tract 88.04, District of Columbia, District of Columbia",20.7,281,2020,194,2.8,15.1824
11001008903,0,0,0.07142857142857144,0.6428571428571429,0,14,DC,8.65656876712329,4801.041714785136,457,15,31.9,911,40,10,0,0,1,0,0,7,7,7,0.8599470813043478,0.11385463695652175,0.0626601495652174,1.1399695360869566,"Census Tract 89.03, District of Columbia, District of Columbia",28.1,414,2571,90,5,12.608214285714286
11001008904,0,0.20000000000000004,0.26666666666666666,0.5333333333333333,0,15,DC,8.65434082191781,4972.548473210164,583,7,31.2,882,209,0,0,0,1,0,0,0,0,0,0.66685338,0.15689041470588236,0.07553319529411764,0.9940504729411764,"Census Tract 89.04, District of Columbia, District of Columbia",20.1,343,3013,98,13.1,16.07125
11001009000,0,0.04,0.08,0.76,0,24,DC,8.60729945205479,6460.121237224991,117,0,33.2,1299,65,19,0,0,1,0,0,1,1,1,0.250178133125,0.079121274375,0.041666329375000005,0.37437106125,"Census Tract 90, District of Columbia, District of Columbia",6.5,362,3099,10,7.6,21.329285714285714
11001009102,1,0,0.09375,0.71875,0,32,DC,8.65535698630137,6189.587414759294,678,14,29.4,883,55,16,0,0,1,0,0,12,12,12,0.5468624212244898,0.09093799510204081,0.0651953118367347,0.8231297230612244,"Census Tract 91.02, District of Columbia, District of Columbia",22.7,589,4347,59,4.2,20.572499999999998
11001009201,0,0.13333333333333333,0,0.8,0,15,DC,8.65708712328767,4623.500791128229,467,285,25.7,499,84,26,0.07692307692307694,0.46153846153846156,1,0,0,13,13,13,0.435043040625,0.12809672875,0.0646375575,0.7145269425,"Census Tract 92.01, District of Columbia, District of Columbia",4.1,1197,1132,82,7.2,19.245238095238093
11001009203,0,0.0909090909090909,0.0909090909090909,0.7272727272727273,0,11,DC,8.66195232876712,4464.253800168993,440,82,33.9,559,173,24,0,0,1,0,0,2,2,2,0.513954421,0.173461871,0.0666381015,0.816140426,"Census Tract 92.03, District of Columbia, District of Columbia",15.4,571,1980,9,9.5,23.741052631578945
11001009204,0,0,0.3,0.9,0,10,DC,8.65075616438356,6816.380057718701,319,11,35.7,453,95,12,0,0,1,0,0,2,2,2,0.5794518425,0.106422285,0.07155894583333333,0.9018033716666667,"Census Tract 92.04, District of Columbia, District of Columbia",27.8,344,2243,14,10,16.133
11001009301,1,0.0476190476190476,0.0476190476190476,0.7857142857142857,0,42,DC,8.63831397260274,4134.035849574457,490,12,31.2,815,151,8,0.25,0,0,0,0,20,20,20,0.811511057721519,0.3168750781012658,0.06814274949367088,1.1837472488607594,"Census Tract 93.01, District of Columbia, District of Columbia",7.9,1198,1899,134,7.1,36.04449275362319
11001009302,0,0,0.2,1,0,10,DC,8.64767342465754,5782.4968797703,389,61,32.5,321,26,8,0,0,0,0,0,10,10,10,0.5920182905555555,0.111435265,0.06950262944444445,0.9304760188888889,"Census Tract 93.02, District of Columbia, District of Columbia",8,551,590,3,27,28.996470588235294
11001009400,0,0.052631578947368446,0.13157894736842105,0.9210526315789473,0,38,DC,8.6214495890411,4891.717612150745,369,47,31.9,1295,108,4,0,0,0,0,0,46,46,46,0.6832954453846154,0.23983995197802196,0.0683458078021978,1.0278815314285714,"Census Tract 94, District of Columbia, District of Columbia",1.9,936,3788,49,5.7,32.38294117647059
11001009503,0,0,0.14285714285714288,0.9285714285714286,0,28,DC,8.62730383561644,4434.238265355907,260,65,34.2,757,29,0,0,0,0,0,0,23,23,23,0.5958420967307693,0.20435936961538462,0.06817338019230769,0.9267229290384615,"Census Tract 95.03, District of Columbia, District of Columbia",2.2,601,2453,34,1.8,36.9294
11001009504,0,0,0.11428571428571425,0.8571428571428571,0,35,DC,8.64260493150685,3470.6691118818535,396,109,32.5,585,0,0,0,0,0,0,0,17,17,17,0.6501078615217392,0.18371364891304348,0.06488632239130435,0.9117795715217392,"Census Tract 95.04, District of Columbia, District of Columbia",1.3,1002,1768,94,13.5,26.618536585365852
11001009505,0,0,0.13333333333333336,0.9333333333333333,0,30,DC,8.63107287671233,5536.650437008312,518,18,30,1016,204,16,0,0,0,0,0,36,36,36,0.6029985131578948,0.14614090771929825,0.06918934157894736,0.9308982992982456,"Census Tract 95.05, District of Columbia, District of Columbia",3.8,306,2236,21,11,26.849642857142857
11001009507,0,0,0,0.8333333333333334,0,6,DC,8.62686136986301,6344.983616333179,81,0,38.2,464,106,0,0,0,0,0,0,5,5,5,0.4023551563636364,0.2564634318181818,0.06927915272727272,0.7208698436363636,"Census Tract 95.07, District of Columbia, District of Columbia",7.2,193,1641,0,15.2,19.875454545454545
11001009508,3,0.03703703703703704,0,0.5185185185185185,0,27,DC,8.63818465753425,5523.312036385941,426,17,32.5,429,139,3,0,0,1,7,0,23,23,23,0.4737119335714286,0.18169062428571428,0.06758638642857143,0.7692978535714285,"Census Tract 95.08, District of Columbia, District of Columbia",5.5,300,2701,71,15.9,23.267931034482757
11001009509,0,0,0.0588235294117647,0.8823529411764706,0,17,DC,8.6281495890411,3546.3145103581905,404,0,27.9,768,124,0,0,0,0,0,0,25,25,25,0.5747098831034483,0.25826671896551723,0.0664650748275862,0.8787822268965517,"Census Tract 95.09, District of Columbia, District of Columbia",1.7,327,2745,0,8.7,25.888620689655173
11001009510,0,0,0.0625,0.75,0,16,DC,8.64705506849315,5698.223004580799,923,108,29.5,642,137,1,0,0,1,0,0,18,18,18,0.38389633666666667,0.1587264262962963,0.052986701481481484,0.5966955507407408,0,0,0,0,0,0,27.000357142857144
11001009511,0,0,0,0.4,0,5,DC,8.64705506849315,6421.695549775405,27,333,13.4,49,34,14,0,0.16666666666666669,0,0,0,0,0,0,0.210907934,0.097384096,0.037986716000000004,0.268444528,0,0,0,0,0,0,37.0625
11001009601,1,0,0,0.9230769230769231,0,13,DC,8.59631095890411,10813.130881136574,218,8,31.1,319,136,0,0,0,0,0,0,0,0,0,0.5731208012962964,0.10092415722222223,0.024598369999999998,0.27237044703703706,"Census Tract 96.01, District of Columbia, District of Columbia",38.2,46,2497,0,0.8,32.09575
